Marka,Model,Cena,Waluta,Paliwo,Przebieg,Rocznik,Skrzynia biegów,Pojemność silnika
Toyota,"Toyota ProAce Kombi D-4D Long 2,8t",130257,PLN,Diesel,72000,2024,Automatyczna,NULL
SsangYong/KGM,SsangYong/KGM Korando,31700,PLN,Benzyna,122000,2017,Manualna,NULL
Opel,Opel Grandland X 1.6 T PHEV Elegance,60500,PLN,Hybryda Plug-in,165000,2021,Automatyczna,1.6
BMW,BMW X6 M50d,86500,PLN,Diesel,191000,2015,Automatyczna,NULL
Volkswagen,Volkswagen Passat 1.6 TDI (BlueMotion Technology) Comfortline,35300,PLN,Diesel,233000,2016,Manualna,1.6
Opel,Opel Astra 1.0 Turbo Start/Stop Edition,31900,PLN,Benzyna,100000,2016,Manualna,1.0
Toyota,Toyota Camry,174900,PLN,Hybryda,23196,2025,Automatyczna,NULL
Porsche,Porsche Macan,364800,PLN,Elektryczny,10559,2025,Automatyczna,NULL
Opel,Opel Insignia 2.0 CDTI Active,16000,PLN,Diesel,227108,2011,Manualna,2.0
Toyota,Toyota Proace City Verso Long 1.5 D-4D Business,99900,PLN,Diesel,19369,2024,Manualna,1.5
Chevrolet,Chevrolet Captiva 2.2 2WD LT+,19900,PLN,Diesel,273346,2012,Manualna,2.2
Ford,Ford Focus 1.6 TDCi Silver X,19900,PLN,Diesel,173724,2014,Manualna,1.6
Nissan,Nissan Qashqai 1.5 dCi Tekna,17900,PLN,Diesel,245000,2009,Manualna,1.5
Volvo,Volvo V70 D5 Comfort,7900,PLN,Diesel,307000,2001,Manualna,NULL
Citroën,Citroën C3,6900,PLN,Benzyna+LPG,201604,2010,Manualna,NULL
Abarth,Abarth 595,59900,PLN,Benzyna,120000,2019,Manualna,NULL
Ford,Ford Focus 1.6 Trend MPS6,24900,PLN,Benzyna,193431,2015,Automatyczna,1.6
Volvo,Volvo XC 60 D4 Geartronic Ocean Race,57900,PLN,Diesel,213000,2015,Automatyczna,NULL
Hyundai,Hyundai i30,117900,PLN,Benzyna,11,2026,Automatyczna,NULL
Toyota,Toyota Aygo,23900,PLN,Benzyna,103000,2016,Manualna,NULL
Audi,Audi Q5,138899,PLN,Benzyna,34504,2022,Automatyczna,NULL
Volkswagen,Volkswagen Tiguan 2.0 TDI SCR Life DSG,98899,PLN,Diesel,44445,2022,Automatyczna,2.0
Skoda,Skoda Karoq,64000,PLN,Diesel,152516,2018,Manualna,NULL
Volvo,Volvo V60 D3 AWD Geartronic Momentum,64900,PLN,Diesel,216025,2020,Automatyczna,NULL
Citroën,Citroën C1 VTi 68 SELECTION,19400,PLN,Benzyna,124000,2016,Manualna,NULL
Toyota,Toyota Proace City Verso 1.5 D-4D Family,119874,PLN,Diesel,1,2025,Manualna,1.5
Toyota,Toyota Proace City Verso 1.5 D-4D Combi,93700,PLN,Diesel,1,2025,Manualna,1.5
Toyota,Toyota Proace City Verso 1.5 D-4D Combi,96800,PLN,Diesel,1,2025,Manualna,1.5
Ford,Ford Kuga,88899,PLN,Hybryda,129712,2022,Automatyczna,NULL
Citroën,Citroën C3 Pure Tech 68 FEEL,19900,PLN,Benzyna,127750,2018,Manualna,NULL
Mercedes-Benz,Mercedes-Benz CLA 180 d 8G-DCT,129900,PLN,Diesel,60823,2023,Automatyczna,NULL
BMW,BMW Seria 3 320i xDrive Sport Line,80900,PLN,Benzyna,121071,2018,Automatyczna,NULL
Audi,Audi A6 Avant 40 TDI mHEV Quattro S Line S tronic,139000,PLN,Diesel,145000,2022,Automatyczna,NULL
Peugeot,Peugeot 3008 HDi FAP 150 Premium,49500,PLN,Diesel,218000,2017,Manualna,NULL
Renault,Renault Captur 1.3 TCe mHEV Techno EDC,99850,PLN,Benzyna,7872,2025,Manualna,1.3
Ford,Ford Kuga,29900,PLN,Benzyna,155000,2018,Manualna,NULL
BMW,BMW Seria 4,92500,PLN,Benzyna,169500,2015,Automatyczna,NULL
Nissan,Nissan Leaf 75 kWh Evolve,192400,PLN,Elektryczny,5,2026,Automatyczna,NULL
Mercedes-Benz,Mercedes-Benz CLE,269900,PLN,Benzyna,19900,2024,Automatyczna,NULL
BMW,BMW i4 70.3kWh eDrive 35 M Sport Edition,179900,PLN,Elektryczny,10808,2023,Automatyczna,0.3
Mercedes-Benz,Mercedes-Benz CLA 200 7G-DCT,54900,PLN,Benzyna,219000,2017,Automatyczna,NULL
Audi,Audi A4 Limousine,85200,PLN,Diesel,175002,2018,Automatyczna,NULL
Opel,Opel Zafira 1.4 T Cosmo EU6,34900,PLN,Benzyna,183900,2016,Manualna,1.4
Toyota,Toyota Prius 1.8 HSD Premium,28800,PLN,Benzyna+LPG,370000,2010,Automatyczna,1.8
Audi,Audi A3 Sportback,59900,PLN,Diesel,178000,2016,Automatyczna,NULL
Suzuki,Suzuki Baleno 1.2 Elegance,39000,PLN,Benzyna,99556,2019,Manualna,1.2
Audi,Audi Q5,39900,PLN,Diesel,290000,2010,Automatyczna,NULL
Skoda,Skoda Kodiaq 2.0 TDI 4x4 Scout DSG,78900,PLN,Diesel,269091,2019,Automatyczna,2.0
BMW,BMW Seria 4 420i Luxury Line sport,61500,PLN,Benzyna,186907,2014,Automatyczna,NULL
Porsche,Porsche Cayenne,63960,PLN,Diesel,327652,2013,Automatyczna,NULL
Cupra,Cupra Terramar 1.5 e-Hybrid DSG VZ,209900,PLN,Hybryda Plug-in,16087,2025,Automatyczna,1.5
Skoda,Skoda Octavia,10100,PLN,Benzyna,247000,2019,Manualna,NULL
Volkswagen,Volkswagen Arteon Shooting Brake,99000,PLN,Hybryda Plug-in,49765,2021,Automatyczna,NULL
Audi,Audi Q5,189900,PLN,Hybryda Plug-in,42892,2024,Automatyczna,NULL
Volkswagen,Volkswagen Touran,50000,PLN,Diesel,236000,2017,Manualna,NULL
Ford,Ford Mondeo,12000,PLN,Diesel,292600,2009,Manualna,NULL
Cupra,Cupra Leon 1.5 TSI,91900,PLN,Benzyna,90188,2024,Manualna,1.5
Land Rover,Land Rover Range Rover Velar 3.0 Si6 R-Dynamic HSE,170000,PLN,Benzyna,54600,2019,Automatyczna,3.0
Opel,Opel Corsa 1.4 16V Edition,15900,PLN,Benzyna,123000,2012,Manualna,1.4
Audi,Audi A6 Limousine,365746,PLN,Benzyna,1,2026,Automatyczna,NULL
Honda,Honda Civic 2.0 i-MMD Advance BSI CVT,161400,PLN,Hybryda,5,2026,Automatyczna,2.0
Honda,Honda Civic 2.0 i-MMD Sport BSI CVT,152400,PLN,Hybryda,8,2026,Automatyczna,2.0
Opel,Opel Mokka 1.4 T Cosmo S&S EU6,42900,PLN,Benzyna,133730,2016,Manualna,1.4
MINI,MINI Cooper,160100,PLN,Benzyna,10,2025,Automatyczna,NULL
Renault,Renault Captur TCe 90 EVOLUTION,59799,PLN,Benzyna,20000,2024,Manualna,NULL
Volkswagen,Volkswagen Tiguan,83500,PLN,Benzyna,55500,2021,Automatyczna,NULL
Toyota,Toyota Proace City Verso 1.5 D-4D Family,144984,PLN,Diesel,1,2026,Automatyczna,1.5
Opel,Opel Adam 1.2 Black Link,18900,PLN,Benzyna,168000,2016,Manualna,1.2
Opel,Opel Astra,28500,PLN,Diesel,255000,2018,Manualna,NULL
MG,MG MG3 1.5 Excite,69900,PLN,Benzyna,5,2024,Manualna,1.5
Citroën,Citroën C5 HDi 165 FAP Exclusive,17500,PLN,Diesel,230785,2011,Automatyczna,NULL
Lexus,Lexus RX 450h Prestige,149000,PLN,Hybryda,130000,2017,Automatyczna,NULL
BMW,BMW X1 xDrive20d,19900,PLN,Diesel,297118,2010,Manualna,NULL
Renault,Renault Scenic dCi 110 Expression,11900,PLN,Diesel,278418,2010,Manualna,NULL
Volvo,Volvo V60 D2 Kinetic,32900,PLN,Diesel,201438,2018,Manualna,NULL
Volvo,Volvo V60 D2 Kinetic,33900,PLN,Diesel,226846,2017,Manualna,NULL
Skoda,Skoda Octavia 1.9 TDI DSG Elegance,13900,PLN,Diesel,296171,2006,Automatyczna,1.9
Audi,Audi A3 Limousine 40 TFSI Quattro Sport S tronic,19900,PLN,Benzyna,65884,2020,Automatyczna,NULL
Fiat,Fiat Freemont 2.0 Multijet 16V DPF Automatik Allrad Lounge,33900,PLN,Diesel,156620,2012,Automatyczna,2.0
MINI,MINI Paceman,29900,PLN,Diesel,144000,2013,Manualna,NULL
Toyota,Toyota Auris,31000,PLN,Hybryda,261000,2014,Automatyczna,NULL
Saab,Saab 9-3 1.9TTiD PF Vector,15900,PLN,Diesel,368192,2010,Manualna,1.9
Volkswagen,Volkswagen T-Roc 1.5 eTSI Style DSG,134110,PLN,Benzyna,10,2026,Automatyczna,1.5
Fiat,Fiat 500L 1.3 Multijet Start&Stopp Pop-Star,23900,PLN,Diesel,215783,2016,Manualna,1.3
Nissan,Nissan Qashqai 1.2 DIG-T Acenta,31900,PLN,Benzyna,149536,2015,Manualna,1.2
Alfa Romeo,Alfa Romeo Mito 1.4 Progression,13900,PLN,Benzyna,222000,2010,Manualna,1.4
Chevrolet,Chevrolet Captiva 2.4 2WD 5 Sitzer LS,13900,PLN,Benzyna+LPG,183000,2006,Manualna,2.4
Ford,Ford C-MAX 1.6 FF Ambiente,19900,PLN,Benzyna+LPG,238482,2013,Manualna,1.6
BMW,BMW Seria 1 120d,22900,PLN,Diesel,199595,2008,Automatyczna,NULL
Fiat,Fiat 500 1.2 Lounge,19900,PLN,Benzyna,247464,2012,Manualna,1.2
BMW,BMW Seria 5,199260,PLN,Diesel,129800,2023,Automatyczna,NULL
Kia,Kia Stonic 1.4 M,54900,PLN,Benzyna,45800,2018,Automatyczna,1.4
Mercedes-Benz,Mercedes-Benz GLC,164900,PLN,Benzyna,129944,2020,Automatyczna,NULL
Kia,Kia Stonic 1.0 T-GDI L Business Line,59900,PLN,Benzyna,13200,2019,Manualna,1.0
BMW,BMW Seria 5 520d Efficient Dynamics M Sport sport,86500,PLN,Diesel,191000,2017,Automatyczna,NULL
Volkswagen,Volkswagen Polo 1.0 Comfortline,28900,PLN,Benzyna,147742,2017,Manualna,1.0
Kia,Kia XCeed 1.4 T-GDI OPF DCT7 JBL SOUND EDITION,74900,PLN,Benzyna,74201,2020,Automatyczna,1.4
Toyota,Toyota Verso S 1.33 VVT-i Club,29900,PLN,Benzyna,157629,2012,Manualna,1.3
Skoda,Skoda Octavia 1.4 TSI Elegance Green tec,17900,PLN,Benzyna,163300,2012,Manualna,1.4
Nissan,Nissan Murano,12900,PLN,Diesel,349000,2015,Automatyczna,NULL
BMW,BMW X7 xDrive40d mHEV M Sport sport,538900,PLN,Diesel,10,2026,Automatyczna,NULL
BMW,BMW X7 xDrive40d mHEV sport,500400,PLN,Diesel,10,2026,Automatyczna,NULL
Seat,Seat Leon 1.5 eTSI ACT OPF DSG FR,61900,PLN,Benzyna,139500,2019,Automatyczna,1.5
Audi,Audi S3 Sportback TFSI Quattro S tronic,228706,PLN,Benzyna,1,2026,Automatyczna,NULL
BMW,BMW M4,489900,PLN,Benzyna,10,2026,Automatyczna,NULL
MG,MG ZS 1.5 HEV+ Exclusive,101300,PLN,Hybryda,1,2026,Automatyczna,1.5
Mercedes-Benz,Mercedes-Benz Klasa G AMG 63,999900,PLN,Benzyna,11022,2025,Automatyczna,NULL
Peugeot,Peugeot 208 1.0 PureTech Access,17000,PLN,Benzyna,82000,2015,Manualna,1.0
Jaguar,Jaguar XF,6900,PLN,Diesel,262000,2010,Automatyczna,NULL
Volkswagen,Volkswagen Tiguan Allspace 2.0 TSI 4Mot R-Line DSG,132900,PLN,Benzyna,125000,2022,Automatyczna,2.0
Volkswagen,Volkswagen Tiguan 2.0 TSI 4Motion Sport & Style,22900,PLN,Benzyna,192000,2008,Manualna,2.0
Nissan,Nissan Almera 1.5 Base,2850,PLN,Benzyna,259000,2006,Manualna,1.5
Mitsubishi,Mitsubishi Colt 1.3 Inform Edition Gold,9900,PLN,Benzyna,278000,2008,Manualna,1.3
Opel,Opel Meriva 1.4 Design Edition,18900,PLN,Benzyna,133303,2010,Manualna,1.4
Hyundai,Hyundai ix35 2.0 CRDi 4WD Automatik Style,38999,PLN,Diesel,129345,2010,Automatyczna,2.0
Nissan,Nissan Qashqai,78800,PLN,Benzyna,127000,2022,Manualna,NULL
Peugeot,Peugeot 508,25800,PLN,Diesel,170000,2012,Manualna,NULL
Ford,Ford Fiesta 1.25 Champions Edition,15300,PLN,Benzyna,108000,2011,Manualna,1.2
Jeep,Jeep Grand Cherokee 3.6 V6 Overland,67000,PLN,Benzyna,185000,2013,Automatyczna,3.6
Nissan,Nissan X-Trail 1.6 dCi Xtronic 360,45900,PLN,Diesel,185000,2016,Automatyczna,1.6
Subaru,Subaru Impreza 2.0R Sport,25400,PLN,Benzyna,155000,2007,Manualna,2.0
Mitsubishi,Mitsubishi Eclipse Cross 1.5 T-MIVEC ClearTec 2WD Diamant Edition Plus,59800,PLN,Benzyna,115000,2019,Manualna,1.5
Ford,Ford Transit Custom 310 L2H1 Limited,49900,PLN,Diesel,319258,2018,Manualna,NULL
Kia,Kia Stonic 1.0 T-GDI M DCT,65890,PLN,Benzyna,55661,2021,Automatyczna,1.0
Volkswagen,Volkswagen Golf 1.4 Basis,3999,PLN,Benzyna,208000,1998,Manualna,1.4
BMW,BMW X5 4.0d xDrive,47000,PLN,Diesel,245134,2010,Automatyczna,4.0
Audi,Audi A4 Avant 2.0 TDI DPF Ambition,49900,PLN,Diesel,125000,2016,Manualna,2.0
Ford,Ford Transit Custom 310 L2H1 Limited,59900,PLN,Diesel,212528,2019,Manualna,NULL
Volkswagen,Volkswagen Golf R 4Motion BlueMotion Technology DSG,35000,PLN,Benzyna,135000,2017,Automatyczna,NULL
Nissan,Nissan Qashqai 1.2 DIG-T N-Vision,27700,PLN,Benzyna,145000,2014,Manualna,1.2
Volkswagen,Volkswagen Passat Alltrack,139900,PLN,Diesel,66000,2022,Automatyczna,NULL
Kia,Kia Sportage,49800,PLN,Diesel,168000,2016,Manualna,NULL
Opel,Opel Mokka,32800,PLN,Diesel,150000,2014,Manualna,NULL
Jeep,Jeep Grand Cherokee,65500,PLN,Benzyna,41800,2023,Automatyczna,NULL
Jeep,Jeep Cherokee,43800,PLN,Diesel,168000,2011,Manualna,NULL
Mazda,Mazda CX-5 2.5 Skyenergy 2WD,68900,PLN,Benzyna,212428,2018,Automatyczna,2.5
Audi,Audi Q3,95998,PLN,Benzyna,31260,2021,Manualna,NULL
Mercedes-Benz,Mercedes-Benz CLA 180,62950,PLN,Benzyna,138048,2016,Manualna,NULL
Audi,Audi A1 3-drzwiowe 1.6 TDI Ambition,25950,PLN,Diesel,139786,2012,Manualna,1.6
Hyundai,Hyundai ix20 1.4 5 Star Edition,29999,PLN,Benzyna,134720,2013,Manualna,1.4
Opel,Opel Astra 1.4 Turbo Start/Stop Dynamic,37400,PLN,Benzyna,123000,2016,Manualna,1.4
Volkswagen,Volkswagen Golf 1.6 TDI Trendline,31999,PLN,Diesel,210864,2015,Manualna,1.6
Toyota,Toyota Auris 1.33 Dual-VVT-i Comfort,31999,PLN,Benzyna,244825,2014,Manualna,1.3
BMW,BMW Z3,24999,PLN,Benzyna,233562,2001,Manualna,NULL
Audi,Audi A6 Limousine,108467,PLN,Diesel,149500,2022,Automatyczna,NULL
Opel,Opel Insignia 1.6 ECOTEC Business Edition,37999,PLN,Diesel,150641,2018,Manualna,1.6
Volkswagen,Volkswagen Golf 2.0 TSI 4Motion R DSG,182000,PLN,Benzyna,10,2026,Automatyczna,2.0
Citroën,Citroën C2,4700,PLN,Benzyna,175541,2007,Manualna,NULL
Ford,Ford Fiesta 1.25 Celebration,21500,PLN,Benzyna,171000,2013,Manualna,1.2
Volvo,Volvo S60,37000,PLN,Diesel,190800,2015,Automatyczna,NULL
Lexus,Lexus LBX 1.5 Hybrid Original Edition AWD,167900,PLN,Hybryda,24115,2024,Automatyczna,1.5
Volkswagen,Volkswagen T-Roc 1.6 TDI SCR Style,59900,PLN,Diesel,117000,2019,Manualna,1.6
Audi,Audi S6 Avant TDI mHEV Tiptronic,194800,PLN,Diesel,116000,2023,Automatyczna,NULL
Audi,Audi Q2,72900,PLN,Diesel,90000,2021,Automatyczna,NULL
Volkswagen,Volkswagen Caddy,16999,PLN,Benzyna,370000,2012,Automatyczna,NULL
Ford,Ford C-MAX,6000,PLN,Benzyna,224313,2007,Manualna,NULL
Peugeot,Peugeot 508 2.0 HDi Active,19900,PLN,Diesel,310336,2014,Manualna,2.0
Jeep,Jeep Grand Cherokee,74900,PLN,Benzyna,223100,2018,Automatyczna,NULL
Citroën,Citroën C5,12500,PLN,Diesel,275000,2009,Automatyczna,NULL
Subaru,Subaru Forester 2.0i-L Platinum (EyeSight) Lineartronic,188000,PLN,Hybryda,6400,2025,Automatyczna,2.0
BMW,BMW Seria 1,23500,PLN,Benzyna,190903,2012,Manualna,NULL
Kia,Kia Sportage,63500,PLN,Benzyna,138452,2020,Manualna,NULL
Renault,Renault Clio,1800,PLN,Diesel,230,2006,Manualna,NULL
Kia,Kia Optima 1.6 CRDI SCR L DCT,39999,PLN,Diesel,199980,2018,Automatyczna,1.6
Mitsubishi,Mitsubishi ASX 1.6 ClearTec 2WD Edition 100+,55900,PLN,Benzyna,115000,2018,Manualna,1.6
Volkswagen,Volkswagen Golf,29500,PLN,Benzyna,181000,2014,Manualna,NULL
Seat,Seat Leon 1.9 TDI Signo,3000,PLN,Diesel,333120,2003,Manualna,1.9
Renault,Renault Kadjar 1.2 Energy TCe Intens EDC,42100,PLN,Benzyna,152000,2017,Automatyczna,1.2
Ford,Ford Mondeo,28700,PLN,Benzyna,190000,2018,Manualna,NULL
Mazda,Mazda 3 SKYACTIV-G 120 Urban Limited,49999,PLN,Benzyna,37000,2020,Manualna,NULL
Ford,Ford Puma,79900,PLN,Benzyna,21775,2023,Manualna,NULL
Toyota,Toyota Corolla Cross,108850,PLN,Hybryda,48853,2022,Automatyczna,NULL
Citroën,Citroën Berlingo M 1.5 BlueHDI Shine,47500,PLN,Diesel,224000,2022,Manualna,1.5
Citroën,Citroën C5,14000,PLN,Benzyna,243182,2008,Manualna,NULL
Audi,Audi A3 Sportback 2.0 TFSI quattro S tronic sport,67999,PLN,Benzyna,179999,2018,Automatyczna,2.0
Nissan,Nissan Qashqai,129000,PLN,Hybryda,120,2025,Automatyczna,NULL
BMW,BMW Seria 6 650i xDrive M Sport Edition,87500,PLN,Benzyna,123000,2015,Automatyczna,NULL
Honda,Honda CR-V,79900,PLN,Benzyna,44000,2016,Automatyczna,NULL
Polonez,Polonez 1.5,35000,PLN,Benzyna,44000,1987,Manualna,1.5
Chevrolet,Chevrolet Cruze 1.8 LT+,15900,PLN,Benzyna+LPG,207000,2009,Manualna,1.8
Opel,Opel Insignia,27999,PLN,Benzyna,236701,2017,Manualna,NULL
Ford,Ford Focus 1.5 TDCi Trend,22999,PLN,Diesel,230000,2017,Manualna,1.5
BMW,BMW M2,249900,PLN,Benzyna,19059,2020,Automatyczna,NULL
Jeep,Jeep Avenger 1.2 T3 mHEV Black Edition FWD eDCT6,110500,PLN,Benzyna,2,2026,Automatyczna,1.2
Jeep,Jeep Compass 1.2 T3 mHEV Summit FWD DCT,157500,PLN,Benzyna,7,2026,Automatyczna,1.2
Toyota,Toyota C-HR 1.8 Hybrid Comfort,123780,PLN,Hybryda,6,2026,Automatyczna,1.8
Jeep,Jeep Avenger 1.2 T3 mHEV Overland 4xe eDCT6,127900,PLN,Benzyna,2,2026,Automatyczna,1.2
Jeep,Jeep Avenger ver-1-2-t3-mhev-upland-4xe-edct6,116900,PLN,Benzyna,7,2026,Automatyczna,NULL
Toyota,Toyota Aygo X Hybrid 1.5 Active e-CVT,85351,PLN,Hybryda,6,2026,Automatyczna,1.5
Toyota,Toyota C-HR+ 77kWh Style,186400,PLN,Elektryczny,6,2026,Automatyczna,NULL
Toyota,Toyota C-HR+,186400,PLN,Elektryczny,6,2026,Automatyczna,NULL
BYD,BYD Sealion 5,119900,PLN,Hybryda Plug-in,1,2026,Automatyczna,NULL
Land Rover,Land Rover Range Rover Sport S 3.0 D250 mHEV S,399000,PLN,Diesel,10000,2025,Automatyczna,3.0
Porsche,Porsche Macan,374800,PLN,Elektryczny,23600,2025,Automatyczna,NULL
Audi,Audi A6 Avant 3.0 TDI competition quattro tiptronic,105900,PLN,Diesel,206000,2015,Automatyczna,3.0
Kia,Kia XCeed 1.6 T-GDI Tribute DCT,107500,PLN,Benzyna,5135,2025,Automatyczna,1.6
Fiat,Fiat Grande Panda  1.2 mHEV La Prima eDCT,91300,PLN,Benzyna,5,2026,Automatyczna,1.2
BMW,BMW 3GT,75900,PLN,Benzyna,125000,2018,Automatyczna,NULL
Peugeot,Peugeot 2008 1.2 VTi Allure,19300,PLN,Benzyna,111000,2014,Manualna,1.2
Renault,Renault Twingo SCe 65 LIFE,24300,PLN,Benzyna,104000,2020,Manualna,NULL
BMW,BMW X3,229000,PLN,Diesel,27700,2025,Automatyczna,NULL
Cupra,Cupra Formentor 1.4 e-Hybrid VZ DSG,114900,PLN,Hybryda Plug-in,34018,2022,Automatyczna,1.4
Dacia,Dacia Sandero,18700,PLN,Benzyna,122000,2019,Manualna,NULL
Volkswagen,Volkswagen Golf 1.4 TSI BlueMotion Technology Lounge,36900,PLN,Benzyna,116500,2016,Manualna,1.4
Suzuki,Suzuki Grand Vitara,23900,PLN,Benzyna,210000,2008,Manualna,NULL
Mercedes-Benz,Mercedes-Benz Klasa A,124900,PLN,Benzyna,81500,2020,Automatyczna,NULL
Alfa Romeo,Alfa Romeo Tonale 1.6 JTD Veloce DCT,182900,PLN,Diesel,7,2026,Automatyczna,1.6
Toyota,Toyota RAV4 ver-2-5-hybrid-dynamic-force-gr-sport-4x4-e--cvt,213100,PLN,Hybryda,1,2026,Automatyczna,NULL
Alfa Romeo,Alfa Romeo Giulia 2.2 D Turbo Veloce Q4,253900,PLN,Diesel,7,2026,Automatyczna,2.2
Alfa Romeo,Alfa Romeo Stelvio 2.2 JTDM Veloce Q4,282000,PLN,Diesel,7,2026,Automatyczna,2.2
Alfa Romeo,Alfa Romeo Giulia 2.2 D Turbo Veloce Q4,257900,PLN,Diesel,7,2026,Automatyczna,2.2
Mitsubishi,Mitsubishi Space Star 1.2 Intense CVT,42000,PLN,Benzyna,25709,2022,Automatyczna,1.2
Suzuki,Suzuki SX4 1.9 DDiS 4WD GS / Premium,17500,PLN,Diesel,292078,2009,Manualna,1.9
BMW,BMW Seria 3 320d xDrive,109000,PLN,Diesel,104947,2019,Automatyczna,NULL
Audi,Audi S3 Sportback Standard,24900,PLN,Benzyna,194316,2011,Manualna,NULL
Volkswagen,Volkswagen Transporter Standard,7200,PLN,Diesel,518494,2003,Manualna,NULL
Peugeot,Peugeot Rifter,45999,PLN,Diesel,121827,2019,Manualna,NULL
Audi,Audi A6 Limousine 40 TDI mHEV Quattro Advanced S tronic,204900,PLN,Diesel,23555,2025,Automatyczna,NULL
Opel,Opel Astra,25800,PLN,Diesel,142519,2016,Manualna,NULL
Ford,Ford Focus C-Max,4100,PLN,Benzyna,152000,2006,Manualna,NULL
Audi,Audi Q7,110000,PLN,Benzyna,85912,2018,Automatyczna,NULL
Toyota,Toyota C-HR 1.8 Hybrid Style,125750,PLN,Hybryda,44833,2024,Automatyczna,1.8
Suzuki,Suzuki Jimny,139000,PLN,Benzyna,600,2025,Automatyczna,NULL
Mercedes-Benz,Mercedes-Benz Klasa A,7900,PLN,Diesel,300000,2008,Manualna,NULL
Volkswagen,Volkswagen Polo,16999,PLN,Benzyna,173500,2009,Manualna,NULL
Renault,Renault Espace 2.0 Dynamique,18800,PLN,Benzyna,179000,2009,Manualna,2.0
Opel,Opel Meriva,6900,PLN,Benzyna,190000,2006,Manualna,NULL
Hyundai,Hyundai Kona,115900,PLN,Benzyna,1,2026,Automatyczna,NULL
Kia,Kia Sportage 1.6 GDI L 2WD,53900,PLN,Benzyna,176000,2018,Manualna,1.6
DS Automobiles,DS Automobiles DS 3,32000,PLN,Benzyna,121864,2016,Manualna,NULL
Nissan,Nissan Qashqai,13000,PLN,Diesel,295844,2008,Manualna,NULL
Mercedes-Benz,Mercedes-Benz Klasa C,28000,PLN,Benzyna,235633,2009,Automatyczna,NULL
Toyota,Toyota Yaris,70000,PLN,Benzyna,47728,2022,Manualna,NULL
Opel,Opel Astra,38000,PLN,Benzyna,196006,2018,Automatyczna,NULL
Skoda,Skoda Superb,70000,PLN,Benzyna,116800,2017,Automatyczna,NULL
Toyota,Toyota Corolla,75999,PLN,Hybryda,106404,2022,Automatyczna,NULL
Hyundai,Hyundai Tucson,52000,PLN,Benzyna,158140,2016,Manualna,NULL
BMW,BMW X2,99999,PLN,Benzyna,78762,2022,Automatyczna,NULL
Audi,Audi A4 Avant,26000,PLN,Diesel,224625,2010,Manualna,NULL
Renault,Renault Laguna 2.0 16V 140 Expression,14990,PLN,Benzyna,186759,2008,Manualna,2.0
Opel,Opel Astra,20000,PLN,Benzyna,181363,2012,Manualna,NULL
Audi,Audi Q3,55000,PLN,Benzyna,139283,2014,Automatyczna,NULL
JAC,JAC RF8,199000,PLN,Hybryda Plug-in,1,2026,Automatyczna,NULL
Citroën,Citroën Berlingo M 1.5 BlueHDI Feel S&S,54900,PLN,Diesel,42000,2021,Manualna,1.5
BMW,BMW X1 xDrive25e xLine,95000,PLN,Hybryda Plug-in,36768,2021,Automatyczna,NULL
Hyundai,Hyundai Tucson 1.6 T-GDi PHEV Executive 4WD,68900,PLN,Hybryda Plug-in,51401,2022,Automatyczna,1.6
Kia,Kia EV6 77.4kWh GT AWD,165000,PLN,Elektryczny,19219,2024,Automatyczna,7.4
Audi,Audi A6 Avant e-tron,128500,PLN,Hybryda Plug-in,73000,2021,Automatyczna,NULL
Peugeot,Peugeot 308 1.6 e-HDi Allure S&S,30900,PLN,Diesel,158282,2014,Manualna,1.6
Nissan,Nissan Micra,113900,PLN,Elektryczny,10,2026,Automatyczna,NULL
Mercedes-Benz,Mercedes-Benz Klasa B 180 d AMG Line 7G-DCT,71500,PLN,Diesel,153868,2019,Automatyczna,NULL
Volvo,Volvo XC 60 D4 Drive-E Momentum,52500,PLN,Diesel,223699,2016,Automatyczna,NULL
Volkswagen,Volkswagen Passat 2.0 TDI Comfortline DSG,27000,PLN,Diesel,257216,2012,Automatyczna,2.0
Opel,Opel Combo XL 1.5 CDTI Edition S&S,44900,PLN,Diesel,164453,2019,Manualna,1.5
Audi,Audi A3 Sportback 1.6 TDI Attraction,31500,PLN,Diesel,258348,2013,Manualna,1.6
Volkswagen,Volkswagen CC 2.0 TSI DSG,30500,PLN,Benzyna,230000,2013,Automatyczna,2.0
Renault,Renault Megane ENERGY TCe 115 Start & Stop LIMITED,17999,PLN,Benzyna,147272,2014,Manualna,NULL
Mercedes-Benz,Mercedes-Benz Klasa C AMG 43 4Matic 9G-TRONIC,122900,PLN,Benzyna,129584,2017,Automatyczna,NULL
Volvo,Volvo XC 60,169900,PLN,Hybryda,88493,2021,Automatyczna,NULL
Nissan,Nissan Qashqai 1.5 VC-T e-Power Black Edition,81800,PLN,Benzyna,150000,2023,Automatyczna,1.5
Inny,Inny Inny,67650,PLN,Benzyna,1706,2018,Automatyczna,NULL
Toyota,Toyota Yaris Cross,97850,PLN,Hybryda,50509,2022,Automatyczna,NULL
MINI,MINI Cooper S Linia John Works,133900,PLN,Benzyna,11025,2025,Automatyczna,NULL
Toyota,Toyota C-HR 1.8 Hybrid Style,106850,PLN,Hybryda,49938,2022,Automatyczna,1.8
Kia,Kia Rio,29999,PLN,Benzyna,132000,2018,Manualna,NULL
Jaguar,Jaguar XF 2.7 V6 D Luxury,16000,PLN,Diesel,283000,2008,Automatyczna,2.7
