Marka,Model,Cena,Waluta,Paliwo,Przebieg,Rocznik,Skrzynia biegów
Opel,Opel Astra 1.4 Turbo Cosmo,14800,PLN,Benzyna,240000,2010,Manualna
Renault,Renault Captur 1.3 TCe Intens EDC,60900,PLN,Benzyna,136000,2020,Automatyczna
Subaru,Subaru Forester,49500,PLN,Benzyna,225600,2014,Automatyczna
BMW,BMW X6,439500,PLN,Benzyna,2300,2024,Automatyczna
Mercedes-Benz,Mercedes-Benz GLE 400 d 4-Matic Executive,269000,PLN,Diesel,95000,2019,Automatyczna
Audi,Audi A5 Sportback 2.0 TFSI,19700,PLN,Benzyna,260000,2011,Manualna
Fiat,Fiat Bravo 1.4 T-JET 16V Dynamic Euro5,14500,PLN,Benzyna+LPG,139300,2010,Manualna
Ford,Ford Focus 2.0 TDCi Trend MPS6,8000,PLN,Diesel,450000,2013,Automatyczna
Seat,Seat Alhambra 2.0 TDI FR-Line DSG,79500,PLN,Diesel,194000,2020,Automatyczna
Audi,Audi A4 Avant,66999,PLN,Benzyna,237000,2016,Manualna
Volkswagen,Volkswagen Passat,52000,PLN,Diesel,228000,2017,Automatyczna
Ford,Ford Kuga 1.5 EcoBoost FWD Trend ASS GPF,51600,PLN,Benzyna,59500,2018,Manualna
Opel,Opel Zafira Tourer 1.4 Turbo ecoFLEX Start/Stop Selection,22900,PLN,Benzyna,189106,2013,Manualna
Toyota,Toyota Avensis 1.8 Sol plus NAVI MS,26800,PLN,Benzyna,236253,2011,Automatyczna
BMW,BMW X3,304900,PLN,Diesel,9315,2025,Automatyczna
Kia,Kia Ceed 1.6 GDI L Business Line,33900,PLN,Benzyna,151000,2014,Manualna
Mazda,Mazda CX-3 SKYACTIV-G 150 i-ELOOP AWD m Technik Packet KANGEI,57999,PLN,Benzyna,179000,2015,Manualna
Renault,Renault Clio,35900,PLN,Benzyna,71424,2019,Manualna
Seat,Seat Ateca,109900,PLN,Benzyna,17138,2022,Automatyczna
BMW,BMW Seria 3 320d Sport Line,68000,PLN,Diesel,171000,2016,Automatyczna
Audi,Audi A3 Cabrio 1.8 TFSI Attraction,17500,PLN,Benzyna,166000,2009,Manualna
Ford,Ford Focus 1.8 TDCi FX,5000,PLN,Diesel,196402,2002,Manualna
Kia,Kia Rio 1.1 crdi M,14500,PLN,Diesel,283000,2012,Manualna
Volkswagen,Volkswagen Passat 1.9 TDI Highline,2400,PLN,Diesel,263670,2003,Manualna
Renault,Renault Kadjar Energy TCe 165 Bose Edition,61900,PLN,Benzyna,105710,2017,Manualna
Opel,Opel Astra 1.5 CDTI Ultimate S&S,96900,PLN,Diesel,28762,2024,Automatyczna
Volkswagen,Volkswagen Touran,56000,PLN,Diesel,258920,2018,Automatyczna
Opel,Opel Astra 1.4 Turbo Cosmo,23800,PLN,Benzyna,215214,2014,Manualna
Renault,Renault Clio 1.5 dCi Energy Dynamique,13500,PLN,Diesel,285000,2013,Manualna
Nissan,Nissan 370 Z 3.7 V6,75000,PLN,Benzyna,315000,2009,Manualna
Toyota,Toyota Prius 1.8 HSD Active,40000,PLN,Benzyna+LPG,165000,2015,Automatyczna
Land Rover,Land Rover Range Rover 4.4SD V8 AB,99000,PLN,Diesel,211000,2014,Automatyczna
Kia,Kia XCeed,89998,PLN,Benzyna,29257,2025,Automatyczna
Toyota,Toyota Urban Cruiser,14000,PLN,Benzyna,264465,2009,Manualna
Renault,Renault Kadjar,62900,PLN,Benzyna,100024,2020,Automatyczna
Kia,Kia Picanto,57500,PLN,Benzyna,16435,2022,Manualna
Skoda,Skoda Kamiq 1.0 TSI Drive DSG,108500,PLN,Benzyna,5,2026,Automatyczna
Mercedes-Benz,Mercedes-Benz GLE 300 d 4-Matic,289900,PLN,Diesel,105500,2022,Automatyczna
BMW,BMW Inny,79999,PLN,Benzyna,118000,2018,Automatyczna
Ford,Ford Tourneo Connect,89900,PLN,Diesel,153267,2023,Automatyczna
BMW,BMW X1,63200,PLN,Diesel,230000,2016,Automatyczna
BMW,BMW 6GT,98999,PLN,Diesel,257279,2018,Automatyczna
BMW,BMW X1 sDrive18d xLine,199900,PLN,Diesel,7500,2025,Automatyczna
Opel,Opel Astra 1.4 T Active EU6,23900,PLN,Benzyna,166485,2013,Manualna
Opel,Opel Astra 1.4 Turbo Sport,15800,PLN,Benzyna,169000,2010,Manualna
Nissan,Nissan Qashqai 1.2 DIG-T Visia EU6,39999,PLN,Benzyna,177324,2018,Manualna
Renault,Renault Megane,10500,PLN,Benzyna,228000,2011,Manualna
Maserati,Maserati GranTurismo S,135300,PLN,Benzyna,167737,2010,Automatyczna
Skoda,Skoda Octavia Scout 2.0 TDI 4x4 DSG,31000,PLN,Diesel,284000,2015,Automatyczna
Citroën,Citroën C4 Picasso PureTech 130 Stop&Start SHINE,28900,PLN,Benzyna,197000,2017,Manualna
Renault,Renault Laguna 2.0 dCi Bose Edition,19499,PLN,Diesel,315000,2015,Manualna
Kia,Kia Sportage,71899,PLN,Benzyna,42017,2021,Automatyczna
Ford,Ford Mondeo 2.0 TDCi Bi-Turbo PowerShift-Aut Vignale,41777,PLN,Diesel,223000,2016,Automatyczna
BMW,BMW X5 xDrive40d Sport-Aut,79777,PLN,Diesel,198000,2016,Automatyczna
Seat,Seat Alhambra 2.0 TDI DPF Reference,13800,PLN,Diesel,280000,2010,Manualna
Mercedes-Benz,Mercedes-Benz Klasa E,289899,PLN,Hybryda,5873,2025,Automatyczna
Volkswagen,Volkswagen Passat Variant 2.0 TSI Business DSG,83899,PLN,Benzyna,67327,2021,Automatyczna
Volvo,Volvo XC 90,234899,PLN,Hybryda,67604,2023,Automatyczna
Kia,Kia Sportage 1.7 CRDI Business Line M 2WD,43900,PLN,Diesel,128100,2015,Manualna
Toyota,Toyota ProAce D-4D Long Active (bryg.),98900,PLN,Diesel,98683,2023,Manualna
Opel,Opel Corsa 1.2 S&S,59900,PLN,Benzyna,24287,2024,Manualna
Opel,Opel Meriva 1.4 Color Edition,20900,PLN,Benzyna,132000,2011,Manualna
Audi,Audi Q3 2.0 TFSI Quattro S tronic,54900,PLN,Benzyna,125380,2013,Automatyczna
Lexus,Lexus RX 450h Elegance MY19,139900,PLN,Hybryda,92303,2016,Automatyczna
Renault,Renault Wind,18950,PLN,Benzyna,130734,2011,Manualna
Volkswagen,Volkswagen Golf,47700,PLN,Diesel,63737,2017,Automatyczna
Nissan,Nissan Pulsar 1.2 DIG-T Acenta,34900,PLN,Benzyna,130420,2014,Manualna
Nissan,Nissan Leaf 30 kWh (mit Batterie) Tekna,33900,PLN,Elektryczny,86200,2017,Automatyczna
BMW,BMW Seria 3 320i Advantage,89900,PLN,Benzyna,131450,2019,Automatyczna
Hyundai,Hyundai ix35 1.6 2WD Fifa World Cup Edition,41900,PLN,Benzyna,156000,2014,Manualna
Mercedes-Benz,Mercedes-Benz CLA,75000,PLN,Benzyna,113000,2018,Automatyczna
Ford,Ford Focus,21700,PLN,Benzyna,134177,2014,Manualna
BMW,BMW Seria 5,114500,PLN,Diesel,168000,2018,Automatyczna
Renault,Renault Trafic,89999,PLN,Diesel,64000,2024,Manualna
Land Rover,Land Rover Range Rover Evoque,55800,PLN,Diesel,148000,2017,Manualna
Cupra,Cupra Formentor,67900,PLN,Hybryda Plug-in,62000,2022,Automatyczna
Peugeot,Peugeot 5008 2.0 BlueHDI GT S&S EAT6,69900,PLN,Diesel,177290,2017,Automatyczna
Porsche,Porsche Macan S,229900,PLN,Benzyna,41460,2021,Automatyczna
Renault,Renault Clio 1.0 TCe Techno,34500,PLN,Benzyna+LPG,67482,2022,Manualna
Renault,Renault Scenic 1.6 16V 110 Dynamique,26500,PLN,Benzyna,159900,2012,Manualna
Volkswagen,Volkswagen Polo,92900,PLN,Benzyna,81207,2022,Automatyczna
Volvo,Volvo XC 60 D4 Drive-E Summum,84900,PLN,Diesel,120500,2017,Automatyczna
Ford,Ford Tourneo Connect,69999,PLN,Diesel,18000,2025,Automatyczna
Mercedes-Benz,Mercedes-Benz 280,18000,PLN,Benzyna,78000,1969,Manualna
Renault,Renault Captur ENERGY dCi 90 EDC Experience,35900,PLN,Diesel,108470,2015,Automatyczna
Audi,Audi Q5 50 TFSIe quattro S tronic S line,124900,PLN,Hybryda Plug-in,147000,2023,Automatyczna
Peugeot,Peugeot 3008 2.0 BlueHDi GT S&S EAT8,74990,PLN,Diesel,140000,2018,Automatyczna
BMW,BMW Seria 5,90000,PLN,Diesel,220,2017,Automatyczna
Opel,Opel Corsa 1.2 T Yes S&S,79900,PLN,Benzyna,5,2026,Manualna
Mercedes-Benz,Mercedes-Benz GLA 200 Style,134900,PLN,Benzyna,8980,2023,Automatyczna
Jeep,Jeep Avenger 54kWh Altitude,114900,PLN,Elektryczny,17950,2024,Automatyczna
Fiat,Fiat Tipo 1.4 T-Jet Lounge,35900,PLN,Benzyna,152300,2017,Manualna
Renault,Renault Captur (ENERGY) TCe 90 INTENS,29900,PLN,Benzyna,133927,2016,Manualna
Volkswagen,Volkswagen Passat Variant,89899,PLN,Diesel,72974,2023,Automatyczna
Volkswagen,Volkswagen Tiguan 2.0 TSI 4Motion Automatik Track & Field,24500,PLN,Benzyna,156000,2012,Automatyczna
Gaz,Gaz Inny ver-1500-2107-,25900,PLN,Benzyna,26895,1989,Manualna
Suzuki,Suzuki SX4 1.6 VVT 4x4 Comfort,19900,PLN,Benzyna,174640,2007,Manualna
Volkswagen,Volkswagen Arteon 2.0 TSI 4Motion R DSG,159900,PLN,Benzyna,79531,2022,Automatyczna
BMW,BMW X3,58600,PLN,Benzyna,149000,2017,Automatyczna
Honda,Honda HR-V 1.5 i-MMD Advance Style BSI CVT,144900,PLN,Hybryda,10,2026,Automatyczna
Skoda,Skoda Kodiaq 2.0 TDI 4x4 L&K DSG,142900,PLN,Diesel,91462,2022,Automatyczna
Nissan,Nissan X-Trail,225000,PLN,Hybryda,1,2026,Automatyczna
Kia,Kia Ceed 1.0 T-GDI M,53890,PLN,Benzyna,119256,2022,Manualna
Honda,Honda CR-V 2.0 Lifestyle,62000,PLN,Benzyna,140000,2013,Manualna
Toyota,Toyota Corolla 1.8 Hybrid GPF GR Sport,119900,PLN,Hybryda,29320,2025,Automatyczna
Renault,Renault 5,45300,PLN,Diesel,45530,2023,Manualna
Opel,Opel Adam 1.0 T SIDI Jam S&S,29900,PLN,Benzyna,122220,2015,Manualna
Kia,Kia XCeed 1.5 T-GDI M,89900,PLN,Benzyna,11695,2024,Manualna
Renault,Renault Clio 1.2 16V Limited Plus,26000,PLN,Benzyna,160000,2017,Manualna
Opel,Opel Mokka,32900,PLN,Benzyna,85703,2016,Automatyczna
Honda,Honda Civic 1.0 i-VTEC Turbo Elegance,45900,PLN,Benzyna,166600,2017,Manualna
Renault,Renault Talisman BLUE dCi 160 EDC LIMITED,64900,PLN,Diesel,98830,2019,Automatyczna
Citroën,Citroën C4 Aircross 1.6 Stop & Start 2WD Selection,22500,PLN,Benzyna,118000,2012,Manualna
Toyota,Toyota Yaris 1.33 Trend,34700,PLN,Benzyna,93210,2017,Manualna
Seat,Seat Alhambra 2.0 TDI Start & Stop DSG Connect,78900,PLN,Diesel,195059,2016,Automatyczna
Volkswagen,Volkswagen Golf,52900,PLN,Benzyna,55000,2023,Manualna
Citroën,Citroën C3,28900,PLN,Benzyna,91468,2020,Manualna
Citroën,Citroën C4,53900,PLN,Benzyna,86160,2021,Manualna
Ford,Ford Kuga 2.0 TDCi 4x4 Titanium,49900,PLN,Diesel,139800,2015,Manualna
Volkswagen,Volkswagen Golf,196900,PLN,Benzyna,1,2026,Automatyczna
Renault,Renault Arkana TCe 140 EDC ZEN,29500,PLN,Benzyna,72000,2022,Automatyczna
BMW,BMW Seria 2,36900,PLN,Diesel,212000,2018,Manualna
Citroën,Citroën C5 Aircross 1.6 PHEV 180 Feel EAT8,79500,PLN,Hybryda Plug-in,55370,2022,Automatyczna
Volkswagen,Volkswagen Golf Alltrack 1.8 TSI 4Motion (BMT) DSG,47900,PLN,Benzyna,200267,2017,Automatyczna
Toyota,Toyota Avensis,42900,PLN,Diesel,150000,2017,Manualna
Mercedes-Benz,Mercedes-Benz Klasa G AMG 63,720000,PLN,Benzyna,105000,2018,Automatyczna
Honda,Honda ZR-V 2.0 i-MMD HEV Sport BSI/CTM 2WD CVT,163900,PLN,Hybryda,5,2026,Automatyczna
Opel,Opel Mokka 1.2 T Edition S&S,69900,PLN,Benzyna,54000,2023,Automatyczna
Audi,Audi A4 Limousine 35 TFSI mHEV S Line S tronic,119900,PLN,Benzyna,48806,2023,Automatyczna
Volkswagen,Volkswagen Golf,41900,PLN,Diesel,137709,2018,Automatyczna
Opel,Opel Mokka X 1.4 Automatik Edition,54900,PLN,Benzyna,95440,2016,Automatyczna
Volkswagen,Volkswagen Tiguan Allspace,81900,PLN,Diesel,116000,2021,Automatyczna
Renault,Renault Megane 1.6 16V 110 Paris,25500,PLN,Benzyna,151643,2015,Manualna
Peugeot,Peugeot 307 1.4 Trendy,7900,PLN,Benzyna,99000,2006,Manualna
Audi,Audi A5 Coupé 1.8 TFSI,38500,PLN,Benzyna,196000,2012,Manualna
Volkswagen,Volkswagen Tiguan Allspace 2.0 TDI 4Mot SCR Comfortline DSG,78000,PLN,Diesel,137000,2019,Automatyczna
Volvo,Volvo XC 90,391900,PLN,Hybryda Plug-in,7,2026,Automatyczna
Renault,Renault Symbioz,70000,PLN,Hybryda,46000,2025,Automatyczna
Toyota,Toyota Yaris Hybrid 100 Premium,35900,PLN,Hybryda,129290,2014,Automatyczna
Mercedes-Benz,Mercedes-Benz Klasa A 250 e PHEV Progressive 8G-DCT,109900,PLN,Hybryda Plug-in,25050,2021,Automatyczna
Daewoo,Daewoo Tico 800 SX,3000,PLN,Benzyna,85630,1999,Manualna
Audi,Audi A6 Avant 3.0 TDI Quattro S tronic,69900,PLN,Diesel,213860,2015,Automatyczna
Volvo,Volvo XC 60,221000,PLN,Benzyna,7,2026,Automatyczna
Volkswagen,Volkswagen Golf 1.0 eTSI OPF DSG Active,42900,PLN,Benzyna,138000,2023,Automatyczna
Volkswagen,Volkswagen Touran 2.0 TDI Highline,26500,PLN,Diesel,249000,2012,Manualna
Ford,Ford Kuga,53900,PLN,Diesel,190600,2020,Manualna
Audi,Audi Q8 TDI mHEV 210 kW Quattro Tiptronic,169900,PLN,Diesel,179300,2018,Automatyczna
Volvo,Volvo V40 D3 Geartronic RDesign,44900,PLN,Diesel,195000,2016,Automatyczna
Mercedes-Benz,Mercedes-Benz Klasa V 220 d 9G-Tronic (d³ugi),189900,PLN,Diesel,44500,2022,Automatyczna
Citroën,Citroën C5 Aircross 1.2 mHEV Max eDCT6,89900,PLN,Benzyna,34000,2024,Automatyczna
Fiat,Fiat Panda 1.2 Classic,11950,PLN,Benzyna,126900,2012,Manualna
Jeep,Jeep Avenger Longitude,108800,PLN,Elektryczny,26644,2024,Automatyczna
Fiat,Fiat Freemont,42900,PLN,Diesel,139312,2015,Automatyczna
Alfa Romeo,Alfa Romeo Mito 1.3 JTDM,23900,PLN,Diesel,198362,2018,Manualna
Hyundai,Hyundai IONIQ,199900,PLN,Elektryczny,5900,2025,Automatyczna
Audi,Audi A5 Avant,179900,PLN,Diesel,36127,2024,Automatyczna
Volvo,Volvo V60,89900,PLN,Diesel,146000,2021,Automatyczna
Lexus,Lexus RX 450h+ F Sport Design,316900,PLN,Hybryda Plug-in,6867,2024,Automatyczna
Peugeot,Peugeot 308 1.2 PureTech GPF Active Pack Business S&S,23900,PLN,Benzyna,138000,2016,Manualna
Volvo,Volvo XC 60 D3 Geartronic Ocean Race,57900,PLN,Diesel,162530,2015,Automatyczna
Suzuki,Suzuki SX4 S-Cross,105900,PLN,Benzyna,1,2026,Manualna
Audi,Audi Q3 Sportback 35 TFSI mHEV S tronic,184900,PLN,Benzyna,10,2026,Automatyczna
Opel,Opel Mokka 1.6 CDTI Enjoy S&S,29900,PLN,Diesel,142000,2015,Manualna
Mercedes-Benz,Mercedes-Benz CLS 350 (BlueTEC) d,114900,PLN,Diesel,122070,2017,Automatyczna
Hyundai,Hyundai i30,33900,PLN,Benzyna,160000,2016,Automatyczna
Fiat,Fiat 500 1.0 GSE Hybrid Dolcevita,28900,PLN,Benzyna,19609,2022,Manualna
Alfa Romeo,Alfa Romeo Stelvio,484500,PLN,Benzyna,1,2025,Automatyczna
Audi,Audi A3 Sportback 1.8 TFSI quattro S tronic S line Sportpaket,62900,PLN,Benzyna,63200,2015,Automatyczna
Opel,Opel Insignia 1.6 ECOTEC DI Turbo Innovation,34900,PLN,Benzyna,194460,2014,Automatyczna
Ford,Ford Mondeo 1.5 EcoBoost Gold Edition,36800,PLN,Benzyna,103000,2017,Manualna
Volkswagen,Volkswagen Fox 1.2 Style,11900,PLN,Benzyna,212844,2012,Manualna
Seat,Seat Arona,71500,PLN,Benzyna,77400,2022,Manualna
Audi,Audi Q7,123000,PLN,Hybryda Plug-in,163000,2018,Automatyczna
Dodge,Dodge Durango,279000,PLN,Benzyna+LPG,69000,2024,Automatyczna
Hyundai,Hyundai Tucson,41900,PLN,Benzyna,170200,2015,Manualna
Fiat,Fiat Tipo 1.4 T-Jet 16v Lounge,41900,PLN,Benzyna+LPG,137400,2019,Manualna
Land Rover,Land Rover Range Rover,344000,PLN,Diesel,43400,2020,Automatyczna
Ford,Ford C-MAX 1.6 TDCi Titanium,19500,PLN,Diesel,178000,2011,Manualna
Opel,Opel Mokka 1.6 Enjoy S&S,44500,PLN,Benzyna,88351,2017,Manualna
Opel,Opel Vivaro,9200,PLN,Diesel,1,2002,Manualna
Mercedes-Benz,Mercedes-Benz Klasa S 350 d mHEV L 4-Matic 9G-TRONIC,410000,PLN,Diesel,98000,2024,Automatyczna
Opel,Opel Astra 1.4 Turbo Exklusiv,29900,PLN,Benzyna,105624,2015,Manualna
Kia,Kia Ceed,27500,PLN,Diesel,285,2014,Manualna
Volkswagen,Volkswagen Beetle The 1.2 TSI Design,34900,PLN,Benzyna,184000,2012,Manualna
Seat,Seat Leon,45999,PLN,Benzyna,149000,2019,Manualna
Volvo,Volvo S60,161900,PLN,Benzyna,62664,2023,Automatyczna
Nissan,Nissan X-Trail 2.0 dCi 4x4 DPF XE,20300,PLN,Diesel,162000,2014,Manualna
Nissan,Nissan Micra 1.2 Visia AC/CD,9999,PLN,Benzyna,88000,2010,Manualna
Suzuki,Suzuki Ignis 1.2 SHVS Premium Plus CVT,58900,PLN,Benzyna,53000,2021,Automatyczna
Jeep,Jeep Cherokee,58900,PLN,Benzyna,145180,2017,Automatyczna
Toyota,Toyota Auris 1.6 Premium,47500,PLN,Benzyna+LPG,120300,2016,Manualna
Volkswagen,Volkswagen Golf,193520,PLN,Benzyna,10,2026,Automatyczna
Dacia,Dacia Sandero 0.9 TCe Laureate S&S EU6,5900,PLN,Benzyna,109000,2019,Manualna
Suzuki,Suzuki SX4 Classic 1.6 VVT 4x4 Comfort,25900,PLN,Benzyna,144000,2012,Manualna
Jeep,Jeep Renegade,36900,PLN,Benzyna,169992,2018,Manualna
Jeep,Jeep Renegade 1.6 E-TorQ Sport FWD,48700,PLN,Benzyna+LPG,155000,2017,Manualna
Mercedes-Benz,Mercedes-Benz SL 55 AMG Automatik,149900,PLN,Benzyna,98704,2005,Automatyczna
Kia,Kia Picanto 1.0 L,11000,PLN,Benzyna,108530,2011,Manualna
Fiat,Fiat Freemont 2.0 Multijet Lounge AWD,20910,PLN,Diesel,231071,2013,Automatyczna
Toyota,Toyota Auris 1.4 D-4D Active,30000,PLN,Diesel,160924,2014,Manualna
Audi,Audi Q3 Sportback 35 TFSI mHEV S tronic,129900,PLN,Benzyna,66717,2024,Automatyczna
Citroën,Citroën C3 Pure Tech 110 S&S SHINE,12900,PLN,Benzyna,85772,2017,Manualna
Peugeot,Peugeot 2008,53000,PLN,Diesel,91000,2020,Manualna
Seat,Seat Ibiza 1.4 Style,18900,PLN,Benzyna,149000,2014,Manualna
Renault,Renault Captur 0.9 Energy TCe Intens,27900,PLN,Benzyna,170000,2014,Manualna
Opel,Opel Astra 1.4 Active,19500,PLN,Benzyna,158500,2013,Manualna
Volkswagen,Volkswagen Transporter L1H1 DSG,75000,PLN,Diesel,141000,2020,Automatyczna
Volkswagen,Volkswagen Golf 1.4 TSI (BlueMotion Technology) Highline,22900,PLN,Benzyna,172000,2017,Manualna
Lexus,Lexus NX 450h+ Prestige AWD,243900,PLN,Hybryda Plug-in,30654,2024,Automatyczna
Ford,Ford Mondeo 2.0 EcoBlue ST-Line,59900,PLN,Diesel,251130,2019,Automatyczna
BYD,BYD Seal 6,129900,PLN,Hybryda Plug-in,4273,2025,Automatyczna
Renault,Renault Clio TCe 90 Dynamique,24900,PLN,Benzyna,144700,2015,Manualna
Audi,Audi S5 Cabrio S tronic,55900,PLN,Benzyna,153400,2009,Automatyczna
Nissan,Nissan Leaf 62 kWh e+ Tekna,21500,PLN,Elektryczny,373000,2020,Automatyczna
Skoda,Skoda Citigo,20500,PLN,Benzyna,176817,2019,Manualna
Porsche,Porsche Cayenne Diesel Platinum Edition,112900,PLN,Diesel,237940,2015,Automatyczna
Opel,Opel Insignia 2.0 CDTI Elegance S&S,76900,PLN,Diesel,77000,2022,Automatyczna
Fiat,Fiat Grande Punto Actual 1.4 8V Estiva Blue&Me,7000,PLN,Benzyna,155000,2009,Manualna
Suzuki,Suzuki Vitara,94900,PLN,Benzyna,1,2026,Manualna
Volvo,Volvo V60 D3 Geartronic R-Design,84999,PLN,Diesel,123000,2020,Automatyczna
Suzuki,Suzuki SX4 S-Cross 1.4 Boosterjet Allgrip Comfort+,49899,PLN,Benzyna,150500,2017,Manualna
Mitsubishi,Mitsubishi Lancer 1.6 ClearTec,23900,PLN,Benzyna,195972,2012,Manualna
Opel,Opel Corsa 1.2 Edition S&S,35999,PLN,Benzyna,102000,2023,Manualna
Ford,Ford Focus 1.0 EcoBoost Hybrid ST-LINE X,43900,PLN,Benzyna,35601,2025,Manualna
Renault,Renault Megane 1.6 dCi GT EDC,55500,PLN,Diesel,116921,2017,Automatyczna
Volvo,Volvo XC 60 D4 AWD R-Design,109900,PLN,Diesel,191415,2019,Automatyczna
Volvo,Volvo XC 90,99901,PLN,Hybryda Plug-in,223980,2016,Automatyczna
Renault,Renault Austral 1.2 E-Tech Full Hybrid 200 Techno MMT,129900,PLN,Hybryda,20005,2025,Automatyczna
Mazda,Mazda 2 1.5 Skymotion,37999,PLN,Benzyna,82979,2018,Manualna
Seat,Seat Leon 2.0 TDI DPF Start&Stop DSG FR,40400,PLN,Diesel,158432,2014,Automatyczna
Cupra,Cupra Ateca 1.5 TSI DSG,121890,PLN,Benzyna,15595,2024,Automatyczna
Volkswagen,Volkswagen Golf 1.5 eTSI mHEV R-Line Plus DSG,146570,PLN,Benzyna,1,2026,Automatyczna
Peugeot,Peugeot 3008 1.6 PureTech HYbrid GT S&S EAT8,79900,PLN,Hybryda Plug-in,180997,2022,Automatyczna
Toyota,Toyota Corolla 1.5 Active,55900,PLN,Benzyna,117000,2022,Manualna
Mercedes-Benz,Mercedes-Benz Klasa B 250 AMG Line 7G-DCT,89900,PLN,Benzyna,94370,2019,Automatyczna
Ford,Ford Edge,79800,PLN,Benzyna,80200,2019,Automatyczna
Renault,Renault Captur,71800,PLN,Benzyna,83000,2023,Manualna
Opel,Opel Mokka X 1.4 ECOFLEX Start/Stop 4x4 Active,39900,PLN,Benzyna,170122,2016,Manualna
Lexus,Lexus NX 300h F Impression AWD,154900,PLN,Hybryda,38800,2021,Automatyczna
Skoda,Skoda Kodiaq,66990,PLN,Benzyna,250000,2017,Automatyczna
Suzuki,Suzuki Vitara,116900,PLN,Benzyna,1950,2026,Automatyczna
Audi,Audi A3 Sportback 1.5 TFSI cylinder on demand sport,50999,PLN,Benzyna,170000,2017,Manualna
Renault,Renault Megane ENERGY TCe 130 INTENS,42900,PLN,Benzyna,137550,2018,Manualna
Citroën,Citroën C3 Pure Tech 110 S&S EAT6 SHINE,39900,PLN,Benzyna,56000,2022,Automatyczna
Renault,Renault Clio,24900,PLN,Diesel,133047,2019,Manualna
Volvo,Volvo V40 T3 Kinetic,34900,PLN,Benzyna,159000,2013,Manualna
Suzuki,Suzuki SX4 S-Cross 1.6 DDiS TCSS 4x4 Comfort+,34500,PLN,Diesel,179000,2015,Automatyczna
Renault,Renault Captur 0.9 Energy TCe XMOD,34900,PLN,Benzyna,184000,2016,Manualna
Land Rover,Land Rover Defender 3.0 P400 mHEV First Edition,275000,PLN,Benzyna,162963,2020,Automatyczna
Ford,Ford Mondeo 2.0 TDCi STart-Stopp PowerShift-Aut Titanium,36900,PLN,Diesel,219940,2016,Automatyczna
Renault,Renault Espace BLUE dCi 160 EDC LIFE,89900,PLN,Diesel,157500,2021,Automatyczna
Skoda,Skoda Superb,65900,PLN,Diesel,209100,2020,Automatyczna
Nissan,Nissan Qashqai 1.2 DIG-T Acenta,46900,PLN,Benzyna,68820,2015,Manualna
Fiat,Fiat 500 1.2 8V Lounge,25900,PLN,Benzyna,170060,2014,Manualna
Hyundai,Hyundai i30 1.6 CRDi Classic,10500,PLN,Diesel,152594,2011,Manualna
Fiat,Fiat Panda 1.1 Active dla kobiet,4999,PLN,Benzyna,110000,2005,Manualna
Mazda,Mazda CX-5 2.5 e-SKYACTIV G Homura 4x4,185040,PLN,Benzyna,1,2026,Automatyczna
Mercedes-Benz,Mercedes-Benz Klasa A 180 AMG Line 7G-DCT,119900,PLN,Benzyna,27844,2023,Automatyczna
BMW,BMW X3 xDrive30e PHEV,254900,PLN,Hybryda Plug-in,17331,2025,Automatyczna
Suzuki,Suzuki Vitara 1.6 DDiS (4x4) Allgrip TCSS Comfort+,36499,PLN,Diesel,168050,2016,Automatyczna
BMW,BMW Seria 3,14900,PLN,Diesel,196677,2004,Automatyczna
Renault,Renault Megane 1.9 dCi Dynamique,3800,PLN,Diesel,213024,2007,Manualna
Renault,Renault Clio 1.5 dCi Limited,19900,PLN,Diesel,153300,2013,Manualna
Dodge,Dodge Charger 6.4 Scat Pack Widebody,220000,PLN,Benzyna,17364,2023,Automatyczna
Volkswagen,Volkswagen Caravelle 2.0 TDI L2 Comfortline,83500,PLN,Diesel,180000,2017,Manualna
Jaguar,Jaguar XE 2.0 T Prestige,57800,PLN,Benzyna,145276,2015,Automatyczna
Lancia,Lancia Thesis,24900,PLN,Benzyna+LPG,249000,2006,Automatyczna
Volvo,Volvo V60 B3 B DKG Core,76800,PLN,Benzyna,145000,2022,Automatyczna
Opel,Opel Corsa,29900,PLN,Benzyna,107100,2015,Manualna
Toyota,Toyota Yaris,80800,PLN,Hybryda,12581,2024,Automatyczna
Mercedes-Benz,Mercedes-Benz Klasa E,28900,PLN,Benzyna,156000,2004,Automatyczna
Ford,Ford Focus 1.5 TDCi Titanium PowerShift,38900,PLN,Diesel,112500,2017,Automatyczna
Ford,Ford S-Max 2.0 TDCi DPF Champions Edition,18900,PLN,Diesel,223000,2014,Automatyczna
Honda,Honda HR-V 1.5 i-VTEC Elegance,47500,PLN,Benzyna,119500,2016,Manualna
Mercedes-Benz,Mercedes-Benz Klasa A 200 AMG Line 7G-DCT,139900,PLN,Benzyna,20552,2025,Automatyczna
Nissan,Nissan Qashqai 1.2 DIG-T Acenta EU6,41000,PLN,Benzyna,75000,2017,Manualna
Nissan,Nissan Micra,28500,PLN,Benzyna,123850,2017,Manualna
Ford,Ford Fiesta 1.0 EcoBoost ST-Line ASS,39900,PLN,Benzyna,132000,2020,Manualna
Skoda,Skoda Yeti 1.2 TSI 4x2 Edition,18900,PLN,Benzyna,148000,2012,Manualna
Citroën,Citroën C1,10900,PLN,Benzyna,89000,2014,Manualna
Volvo,Volvo XC 60 D5 AWD R-Design,125000,PLN,Diesel,154000,2018,Automatyczna
